old_value,new_value
100508,SAC-58966
100509,SAC-58967
100510,SAC-58968
100512,SAC-58969
100513,SAC-58970
100515,SAC-58971
100516,SAC-58972
100517,SAC-58973
100518,SAC-58974
100519,SAC-58975
100520,SAC-58976
100521,SAC-58977
100522,SAC-58978
100523,SAC-58979
100524,SAC-58980
100525,SAC-58981
100526,SAC-58982
100527,SAC-58983
100528,SAC-58984
100529,SAC-58985
100530,SAC-58986
100531,SAC-58987
100532,SAC-58988
100533,SAC-58989
100534,SAC-58990
100535,SAC-58991
100536,SAC-58992
100537,SAC-58993
100538,SAC-58994
100539,SAC-58995
100540,SAC-58996
100543,SAC-58997
100544,SAC-58998
100545,SAC-58999
100546,SAC-59000
100547,SAC-59001
100548,SAC-59002
100549,SAC-59003
100550,SAC-59004
100551,SAC-59005
100552,SAC-59006
100553,SAC-59007
100554,SAC-59008
100555,SAC-59009
100556,SAC-59010
100557,SAC-59011
100558,SAC-59012
100559,SAC-59013
100560,SAC-59014
100561,SAC-59015
100562,SAC-59016
100563,SAC-59017
100564,SAC-59018
100565,SAC-59019
100566,SAC-59020
100567,SAC-59021
100568,SAC-59022
100569,SAC-59023
100570,SAC-59024
100572,SAC-59025
100574,SAC-59026
100575,SAC-59027
100576,SAC-59028
100577,SAC-59029
100578,SAC-59030
100580,SAC-59031
100581,SAC-59032
100582,SAC-59033
100583,SAC-59034
100584,SAC-59035
100585,SAC-59036
100586,SAC-59037
100587,SAC-59038
100588,SAC-59039
100589,SAC-59040
100590,SAC-59041
100591,SAC-59042
100592,SAC-59043
100593,SAC-59044
100594,SAC-59045
100595,SAC-59046
100596,SAC-59047
100597,SAC-59048
100598,SAC-59049
100602,SAC-59050
100604,SAC-59051
100605,SAC-59052
100607,SAC-59053
100609,SAC-59054
100611,SAC-59055
100612,SAC-59056
100613,SAC-59057
100614,SAC-59058
100615,SAC-59059
100616,SAC-59060
100617,SAC-59061
100618,SAC-59062
100619,SAC-59063
100620,SAC-59064
100621,SAC-59065
100622,SAC-59066
100623,SAC-59067
100624,SAC-59068
100625,SAC-59069
100626,SAC-59070
100627,SAC-59071
100628,SAC-59072
100629,SAC-59073
100631,SAC-59074
100632,SAC-59075
100633,SAC-59076
100634,SAC-59077
100635,SAC-59078
100636,SAC-59079
100638,SAC-59080
100639,SAC-59081
100640,SAC-59082
100641,SAC-59083
100642,SAC-59084
100643,SAC-59085
100644,SAC-59086
100645,SAC-59087
100646,SAC-59088
100647,SAC-59089
100648,SAC-59090
100649,SAC-59091
100650,SAC-59092
100651,SAC-59093
100653,SAC-59094
100654,SAC-59095
100655,SAC-59096
100659,SAC-59097
100660,SAC-59098
100661,SAC-59099
100662,SAC-59100
100663,SAC-59101
100665,SAC-59102
100666,SAC-59103
100667,SAC-59104
100668,SAC-59105
100669,SAC-59106
100670,SAC-59107
100671,SAC-59108
100672,SAC-59109
100673,SAC-59110
100674,SAC-59111
100675,SAC-59112
100676,SAC-59113
100677,SAC-59114
100678,SAC-59115
100679,SAC-59116
100680,SAC-59117
100681,SAC-59118
100682,SAC-59119
100683,SAC-59120
100684,SAC-59121
100685,SAC-59122
100686,SAC-59123
100687,SAC-59124
100688,SAC-59125
100689,SAC-59126
100690,SAC-59127
100692,SAC-59128
100695,SAC-59129
100696,SAC-59130
100697,SAC-59131
100698,SAC-59132
100701,SAC-59133
100702,SAC-59134
100703,SAC-59135
100704,SAC-59136
100705,SAC-59137
100706,SAC-59138
100707,SAC-59139
100708,SAC-59140
100709,SAC-59141
100710,SAC-59142
100711,SAC-59143
100712,SAC-59144
100713,SAC-59145
100714,SAC-59146
100715,SAC-59147
100716,SAC-59148
100717,SAC-59149
100720,SAC-59150
100721,SAC-59151
100722,SAC-59152
100724,SAC-59153
100725,SAC-59154
100726,SAC-59155
100727,SAC-59156
100728,SAC-59157
100729,SAC-59158
100730,SAC-59159
100731,SAC-59160
100732,SAC-59161
100738,SAC-59162
100739,SAC-59163
100741,SAC-59164
100742,SAC-59165
100743,SAC-59166
100744,SAC-59167
100745,SAC-59168
100747,SAC-59169
100748,SAC-59170
100749,SAC-59171
100750,SAC-59172
100752,SAC-59173
100753,SAC-59174
100754,SAC-59175
100755,SAC-59176
100756,SAC-59177
100757,SAC-59178
100758,SAC-59179
100759,SAC-59180
100760,SAC-59181
100761,SAC-59182
100762,SAC-59183
100763,SAC-59184
100765,SAC-59185
100766,SAC-59186
100767,SAC-59187
100768,SAC-59188
100770,SAC-59189
100771,SAC-59190
100772,SAC-59191
100773,SAC-59192
100775,SAC-59193
100776,SAC-59194
100777,SAC-59195
100780,SAC-59196
100781,SAC-59197
100782,SAC-59198
100783,SAC-59199
100784,SAC-59200
100785,SAC-59201
100786,SAC-59202
100787,SAC-59203
100788,SAC-59204
100789,SAC-59205
100790,SAC-59206
100791,SAC-59207
100792,SAC-59208
100793,SAC-59209
100794,SAC-59210
100795,SAC-59211
100796,SAC-59212
100797,SAC-59213
100798,SAC-59214
100800,SAC-59215
100801,SAC-59216
100804,SAC-59217
100805,SAC-59218
100806,SAC-59219
100807,SAC-59220
100808,SAC-59221
100809,SAC-59222
100810,SAC-59223
100811,SAC-59224
100812,SAC-59225
100813,SAC-59226
100815,SAC-59227
100816,SAC-59228
100817,SAC-59229
100818,SAC-59230
100819,SAC-59231
100820,SAC-59232
100821,SAC-59233
100822,SAC-59234
100823,SAC-59235
100824,SAC-59236
100825,SAC-59237
100826,SAC-59238
100827,SAC-59239
100828,SAC-59240
100829,SAC-59241
100830,SAC-59242
100831,SAC-59243
100833,SAC-59244
100834,SAC-59245
100835,SAC-59246
100836,SAC-59247
100837,SAC-59248
100838,SAC-59249
100839,SAC-59250
100840,SAC-59251
100841,SAC-59252
100842,SAC-59253
100843,SAC-59254
100844,SAC-59255
100845,SAC-59256
100846,SAC-59257
100847,SAC-59258
100848,SAC-59259
100849,SAC-59260
100850,SAC-59261
100851,SAC-59262
100852,SAC-59263
100854,SAC-59264
100855,SAC-59265
100856,SAC-59266
100857,SAC-59267
100858,SAC-59268
100859,SAC-59269
100860,SAC-59270
100861,SAC-59271
100862,SAC-59272
100863,SAC-59273
100864,SAC-59274
100865,SAC-59275
100866,SAC-59276
100867,SAC-59277
100868,SAC-59278
100869,SAC-59279
100870,SAC-59280
100871,SAC-59281
100872,SAC-59282
100873,SAC-59283
100874,SAC-59284
100880,SAC-59285
100881,SAC-59286
100882,SAC-59287
100883,SAC-59288
100884,SAC-59289
100886,SAC-59290
100887,SAC-59291
100888,SAC-59292
100889,SAC-59293
100901,SAC-59294
100902,SAC-59295
100903,SAC-59296
100904,SAC-59297
100905,SAC-59298
100906,SAC-59299
100907,SAC-59300
100908,SAC-59301
100909,SAC-59302
100910,SAC-59303
100911,SAC-59304
100912,SAC-59305
100913,SAC-59306
100914,SAC-59307
100915,SAC-59308
100916,SAC-59309
100917,SAC-59310
100918,SAC-59311
100919,SAC-59312
100920,SAC-59313
100921,SAC-59314
100922,SAC-59315
100923,SAC-59316
100924,SAC-59317
100925,SAC-59318
100926,SAC-59319
100927,SAC-59320
100928,SAC-59321
100929,SAC-59322
100930,SAC-59323
100931,SAC-59324
100932,SAC-59325
100933,SAC-59326
100934,SAC-59327
100935,SAC-59328
100936,SAC-59329
100937,SAC-59330
100938,SAC-59331
100939,SAC-59332
100940,SAC-59333
100941,SAC-59334
100942,SAC-59335
100943,SAC-59336
100944,SAC-59337
100945,SAC-59338
100946,SAC-59339
100947,SAC-59340
100948,SAC-59341
100949,SAC-59342
100950,SAC-59343
100951,SAC-59344
100952,SAC-59345
100953,SAC-59346
100954,SAC-59347
100955,SAC-59348
100956,SAC-59349
100957,SAC-59350
100958,SAC-59351
100959,SAC-59352
100960,SAC-59353
100961,SAC-59354
100962,SAC-59355
100963,SAC-59356
100964,SAC-59357
100966,SAC-59358
100967,SAC-59359
100968,SAC-59360
100969,SAC-59361
100970,SAC-59362
100971,SAC-59363
100973,SAC-59364
100974,SAC-59365
100975,SAC-59366
100976,SAC-59367
100977,SAC-59368
100978,SAC-59369
100979,SAC-59370
100980,SAC-59371
100981,SAC-59372
100982,SAC-59373
100983,SAC-59374
100984,SAC-59375
100985,SAC-59376
100986,SAC-59377
100988,SAC-59378
100989,SAC-59379
100990,SAC-59380
100991,SAC-59381
100992,SAC-59382
100993,SAC-59383
100994,SAC-59384
100995,SAC-59385
100996,SAC-59386
100997,SAC-59387
100998,SAC-59388
100999,SAC-59389
101001,SAC-59390
101004,SAC-59391
101007,SAC-59392
101010,SAC-59393
101011,SAC-59394
101017,SAC-59395
101019,SAC-59396
101021,SAC-59397
101023,SAC-59398
101025,SAC-59399
101033,SAC-59400
101034,SAC-59401
101041,SAC-59402
101046,SAC-59403
101049,SAC-59404
101050,SAC-59405
101052,SAC-59406
101055,SAC-59407
101061,SAC-59408
101062,SAC-59409
101063,SAC-59410
101064,SAC-59411
101067,SAC-59412
101068,SAC-59413
101069,SAC-59414
101073,SAC-59415
101076,SAC-59416
101080,SAC-59417
101084,SAC-59418
101085,SAC-59419
101086,SAC-59420
101087,SAC-59421
101088,SAC-59422
101089,SAC-59423
101090,SAC-59424
101091,SAC-59425
101092,SAC-59426
101117,SAC-59427
101118,SAC-59428
101119,SAC-59429
101120,SAC-59430
101121,SAC-59431
101122,SAC-59432
101123,SAC-59433
101124,SAC-59434
101125,SAC-59435
101126,SAC-59436
101127,SAC-59437
101128,SAC-59438
101129,SAC-59439
101130,SAC-59440
101131,SAC-59441
101132,SAC-59442
101133,SAC-59443
101134,SAC-59444
101135,SAC-59445
101136,SAC-59446
101138,SAC-59447
101139,SAC-59448
101141,SAC-59449
101142,SAC-59450
101143,SAC-59451
101144,SAC-59452
101145,SAC-59453
101146,SAC-59454
101147,SAC-59455
101148,SAC-59456
101149,SAC-59457
101150,SAC-59458
101151,SAC-59459
101152,SAC-59460
101153,SAC-59461
101154,SAC-59462
101155,SAC-59463
101156,SAC-59464
101157,SAC-59465
101158,SAC-59466
101159,SAC-59467
101160,SAC-59468
101161,SAC-59469
101162,SAC-59470
101163,SAC-59471
101164,SAC-59472
101166,SAC-59473
101168,SAC-59474
101169,SAC-59475
101170,SAC-59476
101171,SAC-59477
101174,SAC-59478
101175,SAC-59479
101176,SAC-59480
101177,SAC-59481
101178,SAC-59482
101179,SAC-59483
101180,SAC-59484
101181,SAC-59485
101182,SAC-59486
101183,SAC-59487
101184,SAC-59488
101185,SAC-59489
101186,SAC-59490
101187,SAC-59491
101188,SAC-59492
101189,SAC-59493
101190,SAC-59494
101191,SAC-59495
101192,SAC-59496
101193,SAC-59497
101194,SAC-59498
101195,SAC-59499
101196,SAC-59500
101197,SAC-59501
101198,SAC-59502
101199,SAC-59503
101200,SAC-59504
101201,SAC-59505
101202,SAC-59506
101203,SAC-59507
101204,SAC-59508
101209,SAC-59509
101210,SAC-59510
101211,SAC-59511
101212,SAC-59512
101213,SAC-59513
101214,SAC-59514
101215,SAC-59515
101217,SAC-59516
101218,SAC-59517
101219,SAC-59518
101220,SAC-59519
101221,SAC-59520
101222,SAC-59521
101223,SAC-59522
101224,SAC-59523
101226,SAC-59524
101227,SAC-59525
101228,SAC-59526
101229,SAC-59527
101230,SAC-59528
101231,SAC-59529
101232,SAC-59530
101233,SAC-59531
101234,SAC-59532
101235,SAC-59533
101236,SAC-59534
101237,SAC-59535
101238,SAC-59536
101239,SAC-59537
101240,SAC-59538
101241,SAC-59539
101242,SAC-59540
101243,SAC-59541
101244,SAC-59542
101245,SAC-59543
101246,SAC-59544
101247,SAC-59545
101248,SAC-59546
101249,SAC-59547
101250,SAC-59548
101251,SAC-59549
101253,SAC-59550
101254,SAC-59551
101255,SAC-59552
101256,SAC-59553
101258,SAC-59554
101259,SAC-59555
101261,SAC-59556
101262,SAC-59557
101263,SAC-59558
101264,SAC-59559
101265,SAC-59560
101266,SAC-59561
101267,SAC-59562
101268,SAC-59563
101269,SAC-59564
101272,SAC-59565
101273,SAC-59566
101274,SAC-59567
101275,SAC-59568
101276,SAC-59569
101278,SAC-59570
101279,SAC-59571
101280,SAC-59572
101281,SAC-59573
101282,SAC-59574
101284,SAC-59575
101285,SAC-59576
101286,SAC-59577
101287,SAC-59578
101288,SAC-59579
101289,SAC-59580
101290,SAC-59581
101291,SAC-59582
101292,SAC-59583
101295,SAC-59584
101296,SAC-59585
101298,SAC-59586
101299,SAC-59587
101301,SAC-59588
101302,SAC-59589
101303,SAC-59590
101304,SAC-59591
101305,SAC-59592
101306,SAC-59593
101307,SAC-59594
101308,SAC-59595
101309,SAC-59596
101310,SAC-59597
101311,SAC-59598
101312,SAC-59599
101313,SAC-59600
101315,SAC-59601
101316,SAC-59602
101317,SAC-59603
101318,SAC-59604
101319,SAC-59605
101320,SAC-59606
101321,SAC-59607
101323,SAC-59608
101325,SAC-59609
101326,SAC-59610
101327,SAC-59611
101328,SAC-59612
101329,SAC-59613
101330,SAC-59614
101332,SAC-59615
101333,SAC-59616
101334,SAC-59617
101335,SAC-59618
101336,SAC-59619
101337,SAC-59620
101338,SAC-59621
101339,SAC-59622
101340,SAC-59623
101341,SAC-59624
101342,SAC-59625
101343,SAC-59626
101344,SAC-59627
101345,SAC-59628
101346,SAC-59629
101347,SAC-59630
101348,SAC-59631
101349,SAC-59632
101350,SAC-59633
101351,SAC-59634
101352,SAC-59635
101353,SAC-59636
101354,SAC-59637
101355,SAC-59638
101357,SAC-59639
101358,SAC-59640
101359,SAC-59641
101360,SAC-59642
101361,SAC-59643
101362,SAC-59644
101363,SAC-59645
101364,SAC-59646
101365,SAC-59647
101366,SAC-59648
101367,SAC-59649
101368,SAC-59650
101369,SAC-59651
101370,SAC-59652
101371,SAC-59653
101372,SAC-59654
101373,SAC-59655
101374,SAC-59656
101375,SAC-59657
101376,SAC-59658
101380,SAC-59659
101381,SAC-59660
101382,SAC-59661
101383,SAC-59662
101384,SAC-59663
101385,SAC-59664
101386,SAC-59665
101387,SAC-59666
101388,SAC-59667
101389,SAC-59668
101390,SAC-59669
101391,SAC-59670
101392,SAC-59671
101393,SAC-59672
101394,SAC-59673
101395,SAC-59674
101396,SAC-59675
101397,SAC-59676
101398,SAC-59677
101400,SAC-59678
101401,SAC-59679
101402,SAC-59680
101403,SAC-59681
101404,SAC-59682
101405,SAC-59683
101406,SAC-59684
101407,SAC-59685
101408,SAC-59686
101409,SAC-59687
101410,SAC-59688
101411,SAC-59689
101413,SAC-59690
101414,SAC-59691
101415,SAC-59692
101417,SAC-59693
101418,SAC-59694
101419,SAC-59695
101420,SAC-59696
101421,SAC-59697
101423,SAC-59698
101424,SAC-59699
101425,SAC-59700
101426,SAC-59701
101427,SAC-59702
101428,SAC-59703
101429,SAC-59704
101430,SAC-59705
101431,SAC-59706
101432,SAC-59707
101433,SAC-59708
101434,SAC-59709
101435,SAC-59710
101436,SAC-59711
101437,SAC-59712
101438,SAC-59713
101439,SAC-59714
101440,SAC-59715
101441,SAC-59716
101442,SAC-59717
101443,SAC-59718
101444,SAC-59719
101445,SAC-59720
101446,SAC-59721
101447,SAC-59722
101448,SAC-59723
101451,SAC-59724
101452,SAC-59725
101453,SAC-59726
101455,SAC-59727
101456,SAC-59728
101457,SAC-59729
101458,SAC-59730
101460,SAC-59731
101461,SAC-59732
101462,SAC-59733
101463,SAC-59734
101465,SAC-59735
101466,SAC-59736
101467,SAC-59737
101468,SAC-59738
101469,SAC-59739
101471,SAC-59740
101472,SAC-59741
101473,SAC-59742
101474,SAC-59743
101475,SAC-59744
101476,SAC-59745
101477,SAC-59746
101478,SAC-59747
101479,SAC-59748
101480,SAC-59749
101481,SAC-59750
101482,SAC-59751
101483,SAC-59752
101484,SAC-59753
101485,SAC-59754
101486,SAC-59755
101487,SAC-59756
101488,SAC-59757
101489,SAC-59758
101490,SAC-59759
101491,SAC-59760
101492,SAC-59761
101493,SAC-59762
101494,SAC-59763
101495,SAC-59764
101496,SAC-59765
101497,SAC-59766
101498,SAC-59767
101499,SAC-59768
101500,SAC-59769
101501,SAC-59770
101502,SAC-59771
101503,SAC-59772
101504,SAC-59773
101505,SAC-59774
101506,SAC-59775
101508,SAC-59776
101509,SAC-59777
101510,SAC-59778
101511,SAC-59779
101512,SAC-59780
101513,SAC-59781
101514,SAC-59782
101515,SAC-59783
101516,SAC-59784
101517,SAC-59785
101518,SAC-59786
101519,SAC-59787
101521,SAC-59788
101522,SAC-59789
101523,SAC-59790
101524,SAC-59791
101526,SAC-59792
101527,SAC-59793
101528,SAC-59794
101529,SAC-59795
101530,SAC-59796
101531,SAC-59797
101532,SAC-59798
101533,SAC-59799
101534,SAC-59800
101537,SAC-59801
101538,SAC-59802
101539,SAC-59803
101540,SAC-59804
101541,SAC-59805
101542,SAC-59806
101543,SAC-59807
101544,SAC-59808
101545,SAC-59809
101546,SAC-59810
101547,SAC-59811
101548,SAC-59812
101549,SAC-59813
101550,SAC-59814
101552,SAC-59815
101554,SAC-59816
101555,SAC-59817
101556,SAC-59818
101557,SAC-59819
101558,SAC-59820
101559,SAC-59821
101560,SAC-59822
101561,SAC-59823
101562,SAC-59824
101563,SAC-59825
101564,SAC-59826
101565,SAC-59827
101566,SAC-59828
101567,SAC-59829
101568,SAC-59830
101572,SAC-59831
101573,SAC-59832
101575,SAC-59833
101576,SAC-59834
101578,SAC-59835
101579,SAC-59836
101580,SAC-59837
101581,SAC-59838
101582,SAC-59839
101583,SAC-59840
101584,SAC-59841
101586,SAC-59842
101587,SAC-59843
101588,SAC-59844
101589,SAC-59845
101590,SAC-59846
101591,SAC-59847
101592,SAC-59848
101593,SAC-59849
101594,SAC-59850
101595,SAC-59851
101596,SAC-59852
101597,SAC-59853
101598,SAC-59854
101600,SAC-59855
101601,SAC-59856
101602,SAC-59857
101603,SAC-59858
101604,SAC-59859
101605,SAC-59860
101606,SAC-59861
101607,SAC-59862
101608,SAC-59863
101610,SAC-59864
101611,SAC-59865
101612,SAC-59866
101613,SAC-59867
101614,SAC-59868
101615,SAC-59869
101616,SAC-59870
101617,SAC-59871
101618,SAC-59872
101620,SAC-59873
101621,SAC-59874
101622,SAC-59875
101623,SAC-59876
101625,SAC-59877
101626,SAC-59878
101627,SAC-59879
101628,SAC-59880
101629,SAC-59881
101630,SAC-59882
101631,SAC-59883
101632,SAC-59884
101633,SAC-59885
101634,SAC-59886
101635,SAC-59887
101636,SAC-59888
101637,SAC-59889
101638,SAC-59890
101639,SAC-59891
101640,SAC-59892
101641,SAC-59893
101642,SAC-59894
101643,SAC-59895
101644,SAC-59896
101645,SAC-59897
101646,SAC-59898
101647,SAC-59899
101648,SAC-59900
101649,SAC-59901
101650,SAC-59902
101651,SAC-59903
101652,SAC-59904
101653,SAC-59905
101654,SAC-59906
101656,SAC-59907
101657,SAC-59908
101658,SAC-59909
101659,SAC-59910
101660,SAC-59911
101661,SAC-59912
101662,SAC-59913
101663,SAC-59914
101664,SAC-59915
101668,SAC-59916
101669,SAC-59917
101670,SAC-59918
101671,SAC-59919
101672,SAC-59920
101674,SAC-59921
101675,SAC-59922
101676,SAC-59923
101677,SAC-59924
101678,SAC-59925
101679,SAC-59926
101680,SAC-59927
101681,SAC-59928
101682,SAC-59929
101684,SAC-59930
101686,SAC-59931
101687,SAC-59932
101688,SAC-59933
101689,SAC-59934
101690,SAC-59935
101691,SAC-59936
101692,SAC-59937
101693,SAC-59938
101694,SAC-59939
101695,SAC-59940
101696,SAC-59941
101697,SAC-59942
101698,SAC-59943
101699,SAC-59944
101700,SAC-59945
101701,SAC-59946
101702,SAC-59947
101703,SAC-59948
101704,SAC-59949
101705,SAC-59950
101706,SAC-59951
101707,SAC-59952
101708,SAC-59953
101709,SAC-59954
101710,SAC-59955
101711,SAC-59956
101712,SAC-59957
101713,SAC-59958
101715,SAC-59959
101717,SAC-59960
101718,SAC-59961
101719,SAC-59962
101720,SAC-59963
101721,SAC-59964
101722,SAC-59965
101723,SAC-59966
101724,SAC-59967
101725,SAC-59968
101726,SAC-59969
101728,SAC-59970
101729,SAC-59971
101730,SAC-59972
101731,SAC-59973
101732,SAC-59974
101733,SAC-59975
101734,SAC-59976
101735,SAC-59977
101738,SAC-59978
101739,SAC-59979
101740,SAC-59980
101741,SAC-59981
101742,SAC-59982
101743,SAC-59983
101744,SAC-59984
101745,SAC-59985
101746,SAC-59986
101747,SAC-59987
101748,SAC-59988
101749,SAC-59989
101750,SAC-59990
101751,SAC-59991
101752,SAC-59992
101753,SAC-59993
101754,SAC-59994
101755,SAC-59995
101756,SAC-59996
101757,SAC-59997
101758,SAC-59998
101759,SAC-59999
101760,SAC-60000
101761,SAC-60001
101762,SAC-60002
101763,SAC-60003
101764,SAC-60004
101765,SAC-60005
101766,SAC-60006
101767,SAC-60007
101768,SAC-60008
101769,SAC-60009
101770,SAC-60010
101771,SAC-60011
101772,SAC-60012
101773,SAC-60013
101774,SAC-60014
101775,SAC-60015
101776,SAC-60016
101777,SAC-60017
101778,SAC-60018
101779,SAC-60019
101780,SAC-60020
101782,SAC-60021
101783,SAC-60022
101784,SAC-60023
101785,SAC-60024
101786,SAC-60025
101787,SAC-60026
101788,SAC-60027
101789,SAC-60028
101790,SAC-60029
101792,SAC-60030
101793,SAC-60031
101794,SAC-60032
101795,SAC-60033
101796,SAC-60034
101797,SAC-60035
101798,SAC-60036
101800,SAC-60037
101801,SAC-60038
101802,SAC-60039
101804,SAC-60040
101805,SAC-60041
101806,SAC-60042
101807,SAC-60043
101808,SAC-60044
101810,SAC-60045
101811,SAC-60046
101812,SAC-60047
101813,SAC-60048
101814,SAC-60049
101815,SAC-60050
101816,SAC-60051
101817,SAC-60052
101818,SAC-60053
101819,SAC-60054
101820,SAC-60055
101821,SAC-60056
101822,SAC-60057
101823,SAC-60058
101824,SAC-60059
101825,SAC-60060
101826,SAC-60061
101827,SAC-60062
101828,SAC-60063
101829,SAC-60064
101830,SAC-60065
101831,SAC-60066
101832,SAC-60067
101833,SAC-60068
101834,SAC-60069
101835,SAC-60070
101836,SAC-60071
101837,SAC-60072
101838,SAC-60073
101839,SAC-60074
101840,SAC-60075
101841,SAC-60076
101842,SAC-60077
101843,SAC-60078
101844,SAC-60079
101846,SAC-60080
101847,SAC-60081
101848,SAC-60082
101849,SAC-60083
101851,SAC-60084
101852,SAC-60085
101853,SAC-60086
101854,SAC-60087
101855,SAC-60088
101856,SAC-60089
101857,SAC-60090
101858,SAC-60091
101859,SAC-60092
101860,SAC-60093
101861,SAC-60094
101862,SAC-60095
101863,SAC-60096
101864,SAC-60097
101865,SAC-60098
101866,SAC-60099
101867,SAC-60100
101868,SAC-60101
101869,SAC-60102
101870,SAC-60103
101871,SAC-60104
101872,SAC-60105
101873,SAC-60106
101875,SAC-60107
101876,SAC-60108
101877,SAC-60109
101878,SAC-60110
101879,SAC-60111
101880,SAC-60112
101881,SAC-60113
101882,SAC-60114
101883,SAC-60115
101884,SAC-60116
101885,SAC-60117
101886,SAC-60118
101887,SAC-60119
101888,SAC-60120
101890,SAC-60121
101891,SAC-60122
101892,SAC-60123
101893,SAC-60124
101894,SAC-60125
101895,SAC-60126
101896,SAC-60127
101898,SAC-60128
101900,SAC-60129
101901,SAC-60130
101902,SAC-60131
101903,SAC-60132
101904,SAC-60133
101905,SAC-60134
101906,SAC-60135
101907,SAC-60136
101908,SAC-60137
101909,SAC-60138
101910,SAC-60139
101911,SAC-60140
101912,SAC-60141
101913,SAC-60142
101914,SAC-60143
101915,SAC-60144
101916,SAC-60145
101917,SAC-60146
101918,SAC-60147
101919,SAC-60148
101920,SAC-60149
101921,SAC-60150
101922,SAC-60151
101923,SAC-60152
101924,SAC-60153
101925,SAC-60154
101926,SAC-60155
101927,SAC-60156
101928,SAC-60157
101929,SAC-60158
101930,SAC-60159
101931,SAC-60160
101932,SAC-60161
101933,SAC-60162
101934,SAC-60163
101935,SAC-60164
101936,SAC-60165
101937,SAC-60166
101938,SAC-60167
101939,SAC-60168
101940,SAC-60169
101941,SAC-60170
101942,SAC-60171
101943,SAC-60172
101944,SAC-60173
101945,SAC-60174
101946,SAC-60175
101947,SAC-60176
101949,SAC-60177
101950,SAC-60178
101951,SAC-60179
101952,SAC-60180
101953,SAC-60181
101954,SAC-60182
101955,SAC-60183
101956,SAC-60184
101957,SAC-60185
101958,SAC-60186
101959,SAC-60187
101960,SAC-60188
101961,SAC-60189
101962,SAC-60190
101963,SAC-60191
101964,SAC-60192
101965,SAC-60193
101966,SAC-60194
101967,SAC-60195
101968,SAC-60196
101969,SAC-60197
101970,SAC-60198
101971,SAC-60199
101973,SAC-60200
101974,SAC-60201
101975,SAC-60202
101976,SAC-60203
101977,SAC-60204
101978,SAC-60205
101979,SAC-60206
101980,SAC-60207
101981,SAC-60208
101982,SAC-60209
101983,SAC-60210
101984,SAC-60211
101985,SAC-60212
101986,SAC-60213
101987,SAC-60214
101988,SAC-60215
101990,SAC-60216
101991,SAC-60217
101992,SAC-60218
101993,SAC-60219
101994,SAC-60220
101995,SAC-60221
101996,SAC-60222
101997,SAC-60223
101999,SAC-60224
102000,SAC-60225
102001,SAC-60226
102002,SAC-60227
102003,SAC-60228
102004,SAC-60229
102005,SAC-60230
102006,SAC-60231
102007,SAC-60232
102008,SAC-60233
102009,SAC-60234
102011,SAC-60235
102012,SAC-60236
102013,SAC-60237
102014,SAC-60238
102015,SAC-60239
102016,SAC-60240
102017,SAC-60241
102018,SAC-60242
102019,SAC-60243
102020,SAC-60244
102021,SAC-60245
102022,SAC-60246
102023,SAC-60247
102024,SAC-60248
102025,SAC-60249
102026,SAC-60250
102027,SAC-60251
102028,SAC-60252
102029,SAC-60253
102030,SAC-60254
102031,SAC-60255
102032,SAC-60256
102033,SAC-60257
102034,SAC-60258
102036,SAC-60259
102037,SAC-60260
102038,SAC-60261
102039,SAC-60262
102040,SAC-60263
102041,SAC-60264
102042,SAC-60265
102043,SAC-60266
102044,SAC-60267
102045,SAC-60268
102046,SAC-60269
102047,SAC-60270
102049,SAC-60271
102050,SAC-60272
102051,SAC-60273
102052,SAC-60274
102053,SAC-60275
102054,SAC-60276
102055,SAC-60277
102056,SAC-60278
102057,SAC-60279
102058,SAC-60280
102059,SAC-60281
102060,SAC-60282
102061,SAC-60283
102062,SAC-60284
102063,SAC-60285
102064,SAC-60286
102065,SAC-60287
102066,SAC-60288
102067,SAC-60289
102068,SAC-60290
102069,SAC-60291
102070,SAC-60292
102071,SAC-60293
102072,SAC-60294
102073,SAC-60295
102074,SAC-60296
102075,SAC-60297
102076,SAC-60298
102077,SAC-60299
102078,SAC-60300
102079,SAC-60301
102080,SAC-60302
102081,SAC-60303
102082,SAC-60304
102083,SAC-60305
102084,SAC-60306
102085,SAC-60307
102086,SAC-60308
102087,SAC-60309
102088,SAC-60310
102089,SAC-60311
102090,SAC-60312
102091,SAC-60313
102092,SAC-60314
102093,SAC-60315
102094,SAC-60316
102095,SAC-60317
102096,SAC-60318
102097,SAC-60319
102098,SAC-60320
102099,SAC-60321
102100,SAC-60322
102101,SAC-60323
102102,SAC-60324
102103,SAC-60325
102105,SAC-60326
102106,SAC-60327
102107,SAC-60328
102108,SAC-60329
102109,SAC-60330
102110,SAC-60331
102111,SAC-60332
102112,SAC-60333
102113,SAC-60334
102114,SAC-60335
102115,SAC-60336
102116,SAC-60337
102117,SAC-60338
102118,SAC-60339
102119,SAC-60340
102120,SAC-60341
102122,SAC-60342
102123,SAC-60343
102124,SAC-60344
102125,SAC-60345
102126,SAC-60346
102127,SAC-60347
102128,SAC-60348
102130,SAC-60349
102131,SAC-60350
102132,SAC-60351
102133,SAC-60352
102134,SAC-60353
102135,SAC-60354
102136,SAC-60355
102137,SAC-60356
102138,SAC-60357
102139,SAC-60358
102140,SAC-60359
102141,SAC-60360
102142,SAC-60361
102143,SAC-60362
102144,SAC-60363
102145,SAC-60364
